Elapsed time,Abdomen_1
3.42,4.7
3.421,4.7
3.422,4.7
3.423,4.8
3.424,4.8
3.425,4.7
3.426,4.2
3.427,3.5
3.428,2.5
3.429,1.5
3.43,0.5
3.431,-0.1
3.432,-0.3
3.433,-0.2
3.434,0.2
3.435,0.5
3.436,1
3.437,1.6
3.438,2.5
3.439,3.5
3.44,4.5
3.441,5.3
3.442,5.9
3.443,6.8
3.444,8.7
3.445,11.8
3.446,15.8
3.447,19.7
3.448,22.3
3.449,22.7
3.45,21.2
3.451,18.5
3.452,15.8
3.453,13.7
3.454,12
3.455,10.3
3.456,8
3.457,4.9
3.458,1.7
3.459,-0.7
3.46,-1.7
3.461,-1.4
3.462,-0.3
3.463,0.8
3.464,1.5
3.465,1.7
3.466,1.8
3.467,2.1
3.468,2.6
3.469,3.1
3.47,3.4
3.471,3.3
3.472,3
3.473,2.8
3.474,3.1
3.475,3.8
3.476,4.7
3.477,5.4
3.478,5.8
3.479,5.7
3.48,5.3
3.481,4.8
3.482,4.5
3.483,4.2
3.484,4.1
3.485,4
3.486,4
3.487,4
3.488,3.9
3.489,3.8
3.49,3.5
3.491,3.2
3.492,3.1
3.493,3.1
3.494,3.4
3.495,3.8
3.496,4.3
3.497,4.8
3.498,5.3
3.499,5.8
3.5,6.5
3.501,7.2
3.502,7.6
3.503,7.4
3.504,6.6
3.505,5.4
3.506,4.1
3.507,3.4
3.508,3.3
3.509,3.9
3.51,4.6
3.511,5.1
3.512,5
3.513,4.4
3.514,3.7
3.515,3.3
3.516,3.4
3.517,4.1
3.518,5
3.519,5.7
3.52,6.1
3.521,6.1
3.522,5.9
3.523,5.9
3.524,6.1
3.525,6.4
3.526,6.6
3.527,6.5
3.528,6.1
3.529,5.7
3.53,5.4
3.531,5.4
3.532,5.6
3.533,5.7
3.534,5.5
3.535,5.2
3.536,4.8
3.537,4.8
3.538,5.5
3.539,6.7
3.54,8.1
3.541,9.4
3.542,10.1
3.543,10.2
3.544,10
3.545,10
3.546,10.7
3.547,12.4
3.548,15.1
3.549,18.3
3.55,21.3
3.551,23.5
3.552,24.5
3.553,24.5
3.554,23.8
3.555,22.9
3.556,22.3
3.557,21.9
3.558,21.4
3.559,20.4
3.56,18.6
3.561,15.8
3.562,12.2
3.563,8.1
3.564,3.8
3.565,-0.7
3.566,-5.1
3.567,-9.6
3.568,-14.1
3.569,-18.6
3.57,-22.9
3.571,-27
3.572,-30.8
3.573,-34.401
3.574,-38.101
3.575,-41.701
3.576,-45.301
3.577,-48.601
3.578,-51.501
3.579,-53.801
3.58,-55.401
3.581,-56.501
3.582,-56.801
3.583,-56.301
3.584,-55.001
3.585,-52.701
3.586,-49.801
3.587,-46.301
3.588,-42.501
3.589,-38.301
3.59,-33.801
3.591,-28.7
3.592,-23.3
3.593,-18.2
3.594,-14
3.595,-11.3
3.596,-10
3.597,-9.6
3.598,-9.3
3.599,-8.4
3.6,-6.9
3.601,-5.1
3.602,-3.5
3.603,-2.6
3.604,-2.5
3.605,-2.7
3.606,-2.8
3.607,-2.7
3.608,-2.2
3.609,-1.8
3.61,-1.6
3.611,-1.7
3.612,-1.8
3.613,-1.8
3.614,-1.4
3.615,-0.7
3.616,0.2
3.617,1.1
3.618,1.8
3.619,2.2
3.62,2.2
3.621,2.1
3.622,2
3.623,2.1
3.624,2.5
3.625,3.1
3.626,3.7
3.627,4.3
3.628,4.6
3.629,4.6
3.63,4.7
3.631,4.9
3.632,5.4
3.633,5.9
3.634,6.3
3.635,6.1
3.636,5.6
3.637,4.9
3.638,4.4
3.639,4.4
3.64,5
3.641,5.9
3.642,6.7
3.643,7.3
3.644,7.3
3.645,6.9
3.646,6.3
3.647,6
3.648,5.9
3.649,6.2
3.65,6.6
3.651,6.7
3.652,6.5
3.653,6
3.654,5.3
3.655,4.7
3.656,4.4
3.657,4.3
3.658,4.4
3.659,4.7
3.66,5.1
3.661,5.6
3.662,5.8
3.663,5.6
3.664,4.9
3.665,3.8
3.666,2.9
3.667,2.5
3.668,3
3.669,4
3.67,5.2
3.671,5.9
3.672,5.8
3.673,5.2
3.674,4.5
3.675,4.2
3.676,4.3
3.677,4.9
3.678,5.5
3.679,5.7
3.68,5.6
3.681,5.3
3.682,5.2
3.683,5.4
3.684,6.1
3.685,7
3.686,7.6
3.687,7.9
3.688,7.7
3.689,7.5
3.69,7.5
3.691,7.9
3.692,8.7
3.693,9.6
3.694,10.2
3.695,10.5
3.696,10.5
3.697,10.4
3.698,10.5
3.699,10.5
3.7,10.4
3.701,10.1
3.702,9.3
3.703,8.4
3.704,7.5
3.705,6.7
3.706,6.2
3.707,5.9
3.708,5.8
3.709,5.6
3.71,5.4
3.711,5.1
3.712,4.8
3.713,4.4
3.714,4.2
3.715,4.2
3.716,4.5
3.717,4.9
3.718,5.1
3.719,4.9
3.72,4.1
3.721,3
3.722,1.9
3.723,1.3
3.724,1.4
3.725,2.1
3.726,2.9
3.727,3.4
3.728,3.2
3.729,2.4
3.73,1.1
3.731,0
3.732,-0.6
3.733,-0.7
3.734,-0.3
3.735,0.1
3.736,0.2
3.737,-0.1
3.738,-0.5
3.739,-0.8
3.74,-0.8
3.741,-0.5
3.742,-0.1
3.743,0.3
3.744,0.7
3.745,1
3.746,1
3.747,0.8
3.748,0
3.749,-1.3
3.75,-2.9
3.751,-4.2
3.752,-5.1
3.753,-5.2
3.754,-4.9
3.755,-4.4
3.756,-4.2
3.757,-4.3
3.758,-4.8
3.759,-5.4
3.76,-5.9
3.761,-6.3
3.762,-6.3
3.763,-6.2
3.764,-6.1
3.765,-6
3.766,-6.1
3.767,-6.4
3.768,-6.5
3.769,-6.3
3.77,-5.7
3.771,-5
3.772,-4.6
3.773,-4.9
3.774,-6.1
3.775,-7.8
3.776,-9.5
3.777,-10.6
3.778,-10.7
3.779,-10
3.78,-9
3.781,-8
3.782,-7.4
3.783,-7.1
3.784,-7.1
3.785,-7.2
3.786,-7.5
3.787,-8.1
3.788,-8.8
3.789,-9.4
3.79,-9.8
3.791,-9.9
3.792,-9.7
3.793,-9.2
3.794,-8.8
3.795,-8.7
3.796,-8.9
3.797,-9.5
3.798,-10.4
3.799,-11.2
3.8,-12
3.801,-12.6
3.802,-13.1
3.803,-13.6
3.804,-14
3.805,-14.3
3.806,-14.4
3.807,-14.1
3.808,-13.5
3.809,-12.8
3.81,-12.2
3.811,-11.6
3.812,-11.1
3.813,-10.5
3.814,-10
3.815,-9.8
3.816,-10.2
3.817,-11.5
3.818,-13.4
3.819,-15.2
3.82,-16.5
3.821,-16.7
3.822,-16.1
3.823,-15.2
3.824,-14.5
3.825,-14.3
3.826,-14.6
3.827,-14.9
3.828,-14.7
3.829,-13.9
3.83,-12.7
3.831,-11.4
3.832,-10.4
3.833,-9.8
3.834,-9.5
3.835,-9.4
3.836,-9.3
3.837,-9.1
3.838,-8.7
3.839,-8.3
3.84,-7.7
3.841,-6.9
3.842,-5.9
3.843,-4.8
3.844,-3.7
3.845,-2.7
3.846,-1.8
3.847,-1
3.848,-0.4
3.849,0.1
3.85,0.4
3.851,0.5
3.852,0.7
3.853,0.9
3.854,1.4
3.855,2.1
3.856,2.9
3.857,3.6
3.858,4.2
3.859,4.7
3.86,5.1
3.861,5.5
3.862,5.9
3.863,6.4
3.864,6.6
3.865,6.6
3.866,6.4
3.867,6.1
3.868,6.1
3.869,6.6
3.87,7.5
3.871,8.5
3.872,9.2
3.873,9.3
3.874,8.8
3.875,8.2
3.876,7.8
3.877,7.9
3.878,8.6
3.879,9.7
3.88,10.9
3.881,11.8
3.882,12.3
3.883,12.3
3.884,11.9
3.885,11.3
3.886,10.7
3.887,10.3
3.888,10.4
3.889,11
3.89,11.8
3.891,12.6
3.892,12.9
3.893,12.6
3.894,11.7
3.895,10.6
3.896,9.6
3.897,9
3.898,8.8
3.899,8.8
3.9,9
3.901,9.4
3.902,9.9
3.903,10.5
3.904,11.2
3.905,11.7
3.906,11.9
3.907,11.8
3.908,11.6
3.909,11.6
3.91,12.2
3.911,13.8
3.912,16.5
3.913,19.9
3.914,23.6
3.915,27
3.916,29.4
3.917,30.7
3.918,30.8
3.919,30
3.92,28.8
3.921,27.4
3.922,25.6
3.923,23.5
3.924,21.1
3.925,18.6
3.926,16.4
3.927,14.7
3.928,13.7
3.929,13.2
3.93,12.8
3.931,12.6
3.932,12.4
3.933,12.4
3.934,12.7
3.935,13.2
3.936,13.6
3.937,13.7
3.938,13.5
3.939,13.2
3.94,13.2
3.941,13.6
3.942,14.3
3.943,14.8
3.944,14.8
3.945,14.2
3.946,13.2
3.947,12.3
3.948,11.9
3.949,12
3.95,12.5
3.951,12.8
3.952,12.7
3.953,12
3.954,11.2
3.955,10.6
3.956,10.3
3.957,10.4
3.958,10.7
3.959,10.7
3.96,10.3
3.961,9.8
3.962,9.4
3.963,9.4
3.964,9.8
3.965,10.4
3.966,10.9
3.967,11
3.968,10.6
3.969,9.8
3.97,9
3.971,8.6
3.972,8.7
3.973,9.2
3.974,10
3.975,10.6
3.976,10.8
3.977,10.4
3.978,9.7
3.979,9
3.98,8.5
3.981,8.6
3.982,9.3
3.983,10.3
3.984,11.2
3.985,11.7
3.986,11.7
3.987,11.3
3.988,11
3.989,11
3.99,11.6
3.991,12.5
3.992,13.4
3.993,13.8
3.994,13.6
3.995,12.9
3.996,12
3.997,11.2
3.998,10.7
3.999,10.5
4,10.7
4.001,11
4.002,11.5
4.003,12
4.004,12.5
4.005,12.7
4.006,12.6
4.007,12.3
4.008,11.8
4.009,11.5
4.01,11.4
4.011,11.4
4.012,11.5
4.013,11.5
4.014,11.6
4.015,11.8
4.016,12.3
4.017,12.9
4.018,13.5
4.019,13.7
4.02,13.5
4.021,13
4.022,12.6
4.023,12.5
4.024,12.8
4.025,13.2
4.026,13.2
4.027,12.8
4.028,12.1
4.029,11.4
4.03,11.4
4.031,11.9
4.032,12.8
4.033,13.6
4.034,13.8
4.035,13.5
4.036,12.8
4.037,12.2
4.038,11.8
4.039,11.7
4.04,11.7
4.041,11.6
4.042,11.6
4.043,11.8
4.044,12.1
4.045,12.6
4.046,13.1
4.047,13.4
4.048,13.6
4.049,13.7
4.05,13.8
4.051,13.9
4.052,14
4.053,14
4.054,13.7
4.055,13.4
4.056,13.2
4.057,13.2
4.058,13.2
4.059,13.4
4.06,13.6
4.061,14
4.062,14.6
4.063,15.3
4.064,16
4.065,16.6
4.066,16.8
4.067,17
4.068,17.2
4.069,17.4
4.07,17.6
4.071,17.3
4.072,16.4
4.073,15.1
4.074,13.6
4.075,12.4
4.076,11.8
4.077,11.7
4.078,11.6
4.079,11.1
4.08,10.1
4.081,8.8
4.082,7.6
4.083,6.8
4.084,6.8
4.085,7.5
4.086,8.4
4.087,9.2
4.088,9.7
4.089,9.7
4.09,9.6
4.091,9.6
4.092,9.9
4.093,10.4
4.094,10.9
4.095,11.1
4.096,10.9
4.097,10.4
4.098,10.1
4.099,10.2
4.1,10.7
4.101,11.6
4.102,12.3
4.103,12.6
4.104,12.4
4.105,12.2
4.106,12.1
4.107,12.5
4.108,13.2
4.109,14
4.11,14.5
4.111,14.7
4.112,14.7
4.113,14.7
4.114,14.7
4.115,14.7
4.116,14.5
4.117,14
4.118,13.3
4.119,12.8
4.12,12.6
4.121,12.8
4.122,13.1
4.123,13.3
4.124,13
4.125,12.5
4.126,11.8
4.127,11.3
4.128,10.9
4.129,10.7
4.13,10.5
4.131,10.2
4.132,9.7
4.133,9.2
4.134,8.6
4.135,7.9
4.136,7.4
4.137,7.1
4.138,7.1
4.139,7.3
4.14,7.6
4.141,7.8
4.142,7.8
4.143,7.6
4.144,7.4
4.145,7.2
4.146,7
4.147,6.8
4.148,6.6
4.149,6.4
4.15,6.6
4.151,7.3
4.152,8.2
4.153,8.9
4.154,9.2
4.155,8.8
4.156,8
4.157,7.4
4.158,7.5
4.159,8.3
4.16,9.7
4.161,11
4.162,11.7
4.163,11.5
4.164,10.6
4.165,9.3
4.166,8
4.167,7.1
4.168,6.5
4.169,6.3
4.17,6.4
4.171,6.5
4.172,6.7
4.173,7
4.174,7.3
4.175,7.7
4.176,8.3
4.177,9
4.178,9.8
4.179,10.6
4.18,11.3
4.181,11.9
4.182,12.4
4.183,12.9
4.184,13.4
4.185,14.1
4.186,14.9
4.187,15.7
4.188,16.5
4.189,17.3
4.19,17.6
4.191,17.6
4.192,17
4.193,16
4.194,15
4.195,14.1
4.196,13.5
4.197,13.3
4.198,13.2
4.199,13.1
4.2,12.8
4.201,12.5
4.202,12.2
4.203,12.2
4.204,12.4
4.205,12.8
4.206,13.2
4.207,13.5
4.208,13.5
4.209,13
4.21,12
4.211,10.8
4.212,9.4
4.213,8.5
4.214,8.2
4.215,8.7
4.216,9.6
4.217,10.7
4.218,11.4
4.219,11.6
4.22,11.1
4.221,10.4
4.222,9.7
4.223,9.2
4.224,9.2
4.225,9.6
4.226,10.2
4.227,10.8
4.228,11.1
4.229,11.2
4.23,11.1
4.231,10.8
4.232,10.6
4.233,10.6
4.234,10.9
4.235,11.4
4.236,12.1
4.237,12.8
4.238,13.4
4.239,13.6
4.24,13.5
4.241,13
4.242,12.3
4.243,11.7
4.244,11.5
4.245,11.8
4.246,12.7
4.247,14.1
4.248,15.7
4.249,17.3
4.25,18.7
4.251,19.8
4.252,20.8
4.253,21.7
4.254,22.5
4.255,23.1
4.256,23.4
4.257,23.1
4.258,22.2
4.259,20.6
4.26,18.3
4.261,15.4
4.262,12
4.263,8.1
4.264,3.8
4.265,-0.6
4.266,-5
4.267,-9.4
4.268,-13.7
4.269,-18
4.27,-22.4
4.271,-27
4.272,-31.7
4.273,-36.201
4.274,-40.301
4.275,-43.901
4.276,-47.001
4.277,-49.601
4.278,-51.601
4.279,-53.001
4.28,-53.601
4.281,-53.201
4.282,-52.001
4.283,-50.001
4.284,-47.601
4.285,-44.801
4.286,-41.501
4.287,-37.801
4.288,-33.401
4.289,-28.7
4.29,-23.8
4.291,-19.1
4.292,-14.9
4.293,-11.3
4.294,-8.3
4.295,-5.8
4.296,-3.8
4.297,-2.3
4.298,-1
4.299,0.1
4.3,1.3
4.301,2.8
4.302,4.4
4.303,5.9
4.304,7
4.305,7.7
4.306,7.8
4.307,7.8
4.308,7.7
4.309,7.6
4.31,7.7
4.311,8
4.312,8.4
4.313,8.8
4.314,9
4.315,9
4.316,8.6
4.317,8.2
4.318,7.9
4.319,8
4.32,8.7
4.321,9.8
4.322,11
4.323,11.9
4.324,12.7
4.325,13.2
4.326,13.8
4.327,14.4
4.328,14.8
4.329,14.8
4.33,14
4.331,12.5
4.332,10.6
4.333,8.8
4.334,7.6
4.335,7
4.336,7
4.337,7
4.338,6.6
4.339,5.8
4.34,4.8
4.341,3.9
4.342,3.7
4.343,4.1
4.344,4.8
4.345,5.5
4.346,5.9
4.347,5.7
4.348,5.3
4.349,4.8
4.35,4.6
4.351,4.5
4.352,4.3
4.353,4.1
4.354,3.8
4.355,3.9
4.356,4.4
4.357,5.3
4.358,6.3
4.359,7
4.36,7.2
4.361,6.7
4.362,6
4.363,5.4
4.364,5
4.365,4.9
4.366,5
4.367,5
4.368,5
4.369,5
4.37,5
4.371,4.9
4.372,4.9
4.373,4.9
4.374,5
4.375,5.4
4.376,6
4.377,6.9
4.378,7.8
4.379,8.8
4.38,10
4.381,11.6
4.382,13.7
4.383,16.4
4.384,19.6
4.385,22.6
4.386,24.9
4.387,25.9
4.388,25.5
4.389,23.9
4.39,21.6
4.391,19.1
4.392,16.9
4.393,14.9
4.394,13.1
4.395,11.1
4.396,8.8
4.397,6.4
4.398,4.1
4.399,2.4
4.4,1.5
4.401,1.4
4.402,1.8
4.403,2.3
4.404,2.8
4.405,3.1
4.406,3.3
4.407,3.5
4.408,4
4.409,4.7
4.41,5.4
4.411,5.7
4.412,5.5
4.413,4.6
4.414,3.3
4.415,2.2
4.416,1.6
4.417,2.1
4.418,3.4
4.419,5.1
4.42,6.4
4.421,6.8
4.422,6.4
4.423,5.4
4.424,4.5
4.425,3.9
4.426,3.7
4.427,3.5
4.428,3.1
4.429,2.4
4.43,1.5
4.431,0.5
4.432,-0.2
4.433,-0.6
4.434,-0.8
4.435,-0.8
4.436,-0.6
4.437,-0.1
4.438,0.8
4.439,1.7
4.44,2.7
4.441,3.5
4.442,4
4.443,4.3
4.444,4.4
4.445,4.4
4.446,4.3
4.447,4.1
4.448,3.8
4.449,3.3
4.45,2.8
4.451,2
4.452,0.9
4.453,-0.4
4.454,-1.7
4.455,-2.7
4.456,-3.4
4.457,-3.4
4.458,-3.2
4.459,-3
4.46,-3
4.461,-3.5
4.462,-4.4
4.463,-5.3
4.464,-6
4.465,-6.3
4.466,-6.2
4.467,-5.7
4.468,-5.2
4.469,-5
4.47,-5.2
4.471,-5.8
4.472,-6.8
4.473,-7.7
4.474,-8.2
4.475,-8.2
4.476,-7.6
4.477,-6.8
4.478,-6.1
4.479,-5.6
4.48,-5.5
4.481,-5.6
4.482,-5.8
4.483,-6
4.484,-6.1
4.485,-6.2
4.486,-6.3
4.487,-6.7
4.488,-7.2
4.489,-7.7
4.49,-8.2
4.491,-8.3
4.492,-8.2
4.493,-7.9
4.494,-7.6
4.495,-7.4
4.496,-7.5
4.497,-7.9
4.498,-8.5
4.499,-9.3
4.5,-10.3
4.501,-11.4
4.502,-12.4
4.503,-13.1
4.504,-13.4
4.505,-13.4
4.506,-13.1
4.507,-12.9
4.508,-13.1
4.509,-13.8
4.51,-14.6
4.511,-15.2
4.512,-15.4
4.513,-15
4.514,-14.5
4.515,-14
4.516,-14
4.517,-14.3
4.518,-14.6
4.519,-14.5
4.52,-13.8
4.521,-12.6
4.522,-11.2
4.523,-10.2
4.524,-9.7
4.525,-9.8
4.526,-10.2
4.527,-10.7
4.528,-11
4.529,-11
4.53,-10.7
4.531,-10.1
4.532,-9.5
4.533,-9
4.534,-8.7
4.535,-8.5
4.536,-8.2
4.537,-7.5
4.538,-6.4
4.539,-5
4.54,-3.4
4.541,-2.2
4.542,-1.4
4.543,-1.1
4.544,-0.8
4.545,-0.3
4.546,0.5
4.547,1.2
4.548,1.3
4.549,0.6
4.55,-0.6
4.551,-1.7
4.552,-2
4.553,-1.2
4.554,0.3
4.555,1.6
4.556,2
4.557,1.6
4.558,0.7
4.559,0.2
4.56,0.6
4.561,1.9
4.562,3.4
4.563,4.5
4.564,4.9
4.565,4.8
4.566,4.8
4.567,5.2
4.568,6.4
4.569,8
4.57,9.5
4.571,10.5
4.572,10.9
4.573,10.9
4.574,10.7
4.575,10.4
4.576,10
4.577,9.4
4.578,8.4
4.579,7.2
4.58,6
4.581,5.2
4.582,5.1
4.583,5.5
4.584,6.1
4.585,6.6
4.586,6.8
4.587,6.7
4.588,6.5
4.589,6.5
4.59,6.6
4.591,6.8
4.592,6.8
4.593,6.6
4.594,6.2
4.595,5.7
4.596,5.4
4.597,5.2
4.598,5.2
4.599,5.1
4.6,5.1
4.601,5.1
4.602,5.1
4.603,5.2
4.604,5.2
4.605,5.1
4.606,4.7
4.607,4.2
4.608,3.8
4.609,3.5
4.61,3.4
4.611,3.5
4.612,3.8
4.613,4.2
4.614,4.8
4.615,5.6
4.616,6.4
4.617,7
4.618,7.3
4.619,7.5
4.62,7.5
4.621,7.5
4.622,7.7
4.623,7.9
4.624,8
4.625,7.8
4.626,7.3
4.627,6.7
4.628,6.2
4.629,6.1
4.63,6.5
4.631,7.2
4.632,7.8
4.633,7.9
4.634,7.4
4.635,6.6
4.636,5.6
4.637,5
4.638,4.9
4.639,5.3
4.64,6.2
4.641,7.1
4.642,7.9
4.643,8.2
4.644,8.1
4.645,7.7
4.646,7.2
4.647,6.9
4.648,6.9
4.649,7.2
4.65,7.6
4.651,8
4.652,8.1
4.653,8
4.654,7.7
4.655,7.4
4.656,7.3
4.657,7.5
4.658,7.8
4.659,8.2
4.66,8.5
4.661,8.7
4.662,8.9
4.663,9.1
4.664,9.4
4.665,9.8
4.666,10.3
4.667,10.5
4.668,10.3
4.669,9.7
4.67,9.1
4.671,8.6
4.672,8.5
4.673,8.7
4.674,9
4.675,9.3
4.676,9.4
4.677,9.2
4.678,9
4.679,8.9
4.68,8.8
4.681,8.7
4.682,8.5
4.683,8.2
4.684,7.9
4.685,7.5
4.686,7.3
4.687,7.2
4.688,7.4
4.689,7.9
4.69,8.8
4.691,10
4.692,11.1
4.693,12
4.694,12.4
4.695,12.2
4.696,11.8
4.697,11.2
4.698,10.7
4.699,10
4.7,9.2
4.701,8.2
4.702,7.2
4.703,6.6
4.704,6.4
4.705,6.7
4.706,7.3
4.707,7.6
4.708,7.4
4.709,6.8
4.71,6
4.711,5.4
4.712,5.3
4.713,5.6
4.714,6
4.715,6.4
4.716,6.4
4.717,6
4.718,5.4
4.719,5
4.72,4.8
4.721,5.1
4.722,5.7
4.723,6.4
4.724,7
4.725,7.3
4.726,7.1
4.727,6.7
4.728,6.2
4.729,5.6
4.73,5.1
4.731,4.9
4.732,4.7
4.733,4.6
4.734,4.6
4.735,4.6
4.736,4.6
4.737,4.6
4.738,4.8
4.739,4.9
4.74,4.9
4.741,4.7
4.742,4.3
4.743,3.8
4.744,3.4
4.745,3.3
4.746,3.5
4.747,4
4.748,4.7
4.749,5.2
4.75,5.2
4.751,4.8
4.752,4.2
4.753,3.7
4.754,3.7
4.755,4.3
4.756,5.3
4.757,6
4.758,6.1
4.759,5.5
4.76,4.4
4.761,3.6
4.762,3.5
4.763,4.2
4.764,5.2
4.765,6.1
4.766,6.2
4.767,5.8
4.768,5
4.769,4.4
4.77,4.1
4.771,4.2
4.772,4.3
4.773,4.4
4.774,4.4
4.775,4.6
4.776,4.9
4.777,5.3
4.778,5.8
4.779,6.1
4.78,6.3
4.781,6.4
4.782,6.5
4.783,6.7
4.784,6.9
4.785,7
4.786,6.9
4.787,6.8
4.788,6.7
4.789,6.6
4.79,6.6
4.791,6.6
4.792,6.5
4.793,6.7
4.794,7.2
4.795,7.9
4.796,8.7
4.797,9.2
4.798,9.1
4.799,8.5
4.8,7.5
4.801,6.8
4.802,6.5
4.803,6.8
4.804,7.5
4.805,8.2
4.806,8.5
4.807,8.4
4.808,8
4.809,7.3
4.81,6.7
4.811,6.5
4.812,6.8
4.813,7.7
4.814,9.1
4.815,10.7
4.816,12
4.817,12.9
4.818,13.2
4.819,13.1
4.82,12.8
4.821,12.5
4.822,12.1
4.823,11.3
4.824,10.2
4.825,8.6
4.826,7
4.827,5.5
4.828,4.7
4.829,4.6
4.83,4.8
4.831,4.8
4.832,4.4
4.833,3.3
4.834,1.8
4.835,0.3
4.836,-0.5
4.837,-0.7
4.838,-0.4
4.839,0
4.84,0.2
4.841,0
4.842,-0.2
4.843,-0.1
4.844,0.7
4.845,2.3
4.846,4.3
4.847,6.4
4.848,8.4
4.849,10.4
4.85,12.7
4.851,15.2
4.852,18
4.853,20.6
4.854,22.5
4.855,23.4
4.856,23.1
4.857,22
4.858,20.3
4.859,18.4
4.86,16.5
4.861,14.5
4.862,12.3
4.863,9.9
4.864,7.4
4.865,5
4.866,3.2
4.867,2.1
4.868,1.8
4.869,2.2
4.87,2.9
4.871,3.8
4.872,4.5
4.873,5
4.874,5.3
4.875,5.6
4.876,6
4.877,6.3
4.878,6.6
4.879,6.8
4.88,6.9
4.881,6.9
4.882,6.9
4.883,7
4.884,7.3
4.885,7.5
4.886,7.8
4.887,8
4.888,8
4.889,7.9
4.89,7.5
4.891,7
4.892,6.4
4.893,5.8
4.894,5.4
4.895,5.4
4.896,5.7
4.897,6.5
4.898,7.4
4.899,8.3
4.9,8.9
4.901,9.2
4.902,9.2
4.903,9
4.904,8.9
4.905,8.8
4.906,8.8
4.907,8.7
4.908,8.5
4.909,8.1
4.91,7.7
4.911,7.4
4.912,7.2
4.913,7.4
4.914,7.7
4.915,8.2
4.916,8.7
4.917,9.2
4.918,9.5
4.919,9.7
4.92,9.7
4.921,9.4
4.922,9
4.923,8.7
4.924,8.6
4.925,9
4.926,9.7
4.927,10.6
4.928,11.4
4.929,12
4.93,12.7
4.931,13.5
4.932,14.7
4.933,16.3
4.934,18
4.935,19.3
4.936,19.9
4.937,19.8
4.938,19.4
4.939,19
4.94,18.9
4.941,19
4.942,19
4.943,18.4
4.944,17
4.945,14.7
4.946,11.8
4.947,8.7
4.948,5.4
4.949,2.1
4.95,-1.3
4.951,-4.9
4.952,-9
4.953,-13.5
4.954,-18.4
4.955,-23.6
4.956,-29
4.957,-34.201
4.958,-39.001
4.959,-43.001
4.96,-46.201
4.961,-48.601
4.962,-50.301
4.963,-51.601
4.964,-52.601
4.965,-53.201
4.966,-53.101
4.967,-52.201
4.968,-50.301
4.969,-47.501
4.97,-44.201
4.971,-40.601
4.972,-37.001
4.973,-33.201
4.974,-29.1
4.975,-24.6
4.976,-19.8
4.977,-15.3
4.978,-11.5
4.979,-9
4.98,-7.7
4.981,-7
4.982,-6.4
4.983,-5.3
4.984,-3.5
4.985,-1.4
4.986,0.4
4.987,1.3
4.988,1.4
4.989,1.1
4.99,0.8
4.991,1.1
4.992,1.9
4.993,2.9
4.994,3.5
4.995,3.6
4.996,3.1
4.997,2.5
4.998,2.2
4.999,2.2
5,2.6
5.001,3.1
5.002,3.3
5.003,3.2
5.004,3.1
5.005,3.1
5.006,3.5
5.007,4.3
5.008,5.1
5.009,5.6
5.01,5.6
5.011,5.2
5.012,4.7
5.013,4.5
5.014,4.6
5.015,5.1
5.016,5.7
5.017,6.1
5.018,6.2
5.019,6.3
5.02,6.4
5.021,6.6
5.022,6.9
5.023,7
5.024,6.9
5.025,6.6
5.026,6.2
5.027,6.1
5.028,6.4
5.029,7
5.03,7.7
5.031,8.3
5.032,8.3
5.033,7.8
5.034,7.1
5.035,6.3
5.036,5.7
5.037,5.5
5.038,5.6
5.039,5.8
5.04,6.2
5.041,6.4
5.042,6.4
5.043,6
5.044,5.3
5.045,4.5
5.046,3.6
5.047,3.1
5.048,2.8
5.049,2.9
5.05,3
5.051,3.2
5.052,3.5
5.053,4.1
5.054,5
5.055,6.2
5.056,7.3
5.057,7.9
5.058,7.7
5.059,6.8
5.06,5.4
5.061,4.1
5.062,3.2
5.063,2.7
5.064,2.4
5.065,2.2
5.066,2
5.067,1.7
5.068,1.4
5.069,1.1
5.07,1
5.071,0.8
5.072,0.4
5.073,-0.1
5.074,-0.9
5.075,-1.8
5.076,-2.8
5.077,-3.7
5.078,-4.5
5.079,-4.8
5.08,-4.6
5.081,-3.9
5.082,-3.1
5.083,-2.4
5.084,-2.1
5.085,-1.9
5.086,-1.7
5.087,-1.3
5.088,-0.7
5.089,-0.1
5.09,0.1
5.091,-0.3
5.092,-1
5.093,-1.8
5.094,-2
5.095,-1.9
5.096,-1.5
5.097,-1.5
5.098,-1.9
5.099,-2.8
5.1,-3.6
5.101,-4.1
5.102,-4.1
5.103,-3.8
5.104,-3.6
5.105,-3.6
5.106,-3.6
5.107,-3.3
5.108,-2.8
5.109,-2.3
5.11,-2.1
5.111,-2.3
5.112,-3
5.113,-3.6
5.114,-3.8
5.115,-3.6
5.116,-3.3
5.117,-3
5.118,-2.8
5.119,-2.7
5.12,-2.4
5.121,-1.8
5.122,-1.3
5.123,-1.1
5.124,-1.5
5.125,-2.3
5.126,-3.1
5.127,-3.6
5.128,-3.7
5.129,-3.8
5.13,-4.1
5.131,-4.7
5.132,-5.3
5.133,-5.6
5.134,-5.5
5.135,-5
5.136,-4.7
5.137,-4.8
5.138,-5.5
5.139,-6.3
5.14,-6.9
5.141,-6.8
5.142,-6.2
5.143,-5.6
5.144,-5.4
5.145,-5.8
5.146,-6.5
5.147,-7.2
5.148,-7.5
5.149,-7.3
5.15,-7.1
5.151,-7.2
5.152,-7.9
5.153,-8.9
5.154,-10
5.155,-10.6
5.156,-10.4
5.157,-9.6
5.158,-8.5
